Timestamp,TP9,AF7,AF8,TP10,AUX
2023-10-21 10:58:34.193787,805.4578857421875,794.1758422851562,761.94140625,802.6373901367188,446.8498229980469
2023-10-21 10:58:34.193787,833.6630249023438,795.3846435546875,760.3296508789062,830.03662109375,720.8424682617188
2023-10-21 10:58:34.193787,841.3186645507812,787.7289428710938,754.2857055664062,839.3040161132812,949.3040161132812
2023-10-21 10:58:34.194803,811.5018310546875,784.1025390625,757.106201171875,827.2161254882812,894.5054931640625
2023-10-21 10:58:34.195808,790.5494384765625,789.3406372070312,764.7619018554688,807.069580078125,628.974365234375
2023-10-21 10:58:34.201479,786.5201416015625,784.5054931640625,758.7179565429688,796.996337890625,695.8607788085938
2023-10-21 10:58:34.201479,801.8314819335938,779.2673950195312,759.120849609375,817.94873046875,914.2490844726562
2023-10-21 10:58:34.202507,838.4981689453125,778.8644409179688,769.5970458984375,853.003662109375,920.6959838867188
2023-10-21 10:58:34.202507,834.8717651367188,776.8497924804688,770.0,853.4066162109375,909.8168334960938
2023-10-21 10:58:34.203512,794.1758422851562,784.5054931640625,764.3589477539062,813.113525390625,825.2014770507812
2023-10-21 10:58:34.204515,776.0439453125,789.3406372070312,762.3442993164062,790.5494384765625,740.989013671875
2023-10-21 10:58:34.205615,798.6080322265625,789.3406372070312,765.1648559570312,801.4285888671875,655.970703125
2023-10-21 10:58:34.242849,836.886474609375,788.1318969726562,770.8058471679688,826.00732421875,851.7948608398438
2023-10-21 10:58:34.244058,838.4981689453125,785.7142944335938,771.2088012695312,837.2893676757812,960.5860595703125
2023-10-21 10:58:34.244058,816.7399291992188,787.7289428710938,765.5677490234375,818.7545776367188,742.1978149414062
2023-10-21 10:58:34.246105,804.6520385742188,787.7289428710938,759.120849609375,797.3992919921875,510.1098937988281
2023-10-21 10:58:34.246105,816.7399291992188,787.3259887695312,757.106201171875,807.069580078125,618.09521484375
2023-10-21 10:58:34.247121,846.5567626953125,786.5201416015625,753.8828125,826.4102783203125,969.4505615234375
2023-10-21 10:58:34.248176,846.5567626953125,786.5201416015625,751.4652099609375,827.6190185546875,1104.029296875
2023-10-21 10:58:34.249324,813.5164794921875,791.3552856445312,755.8974609375,800.6226806640625,802.2344360351562
2023-10-21 10:58:34.251368,790.952392578125,791.7582397460938,759.5238037109375,782.893798828125,477.8754577636719
2023-10-21 10:58:34.251368,811.5018310546875,788.5347900390625,765.1648559570312,809.89013671875,715.2014770507812
2023-10-21 10:58:34.252857,849.3773193359375,787.3259887695312,768.7911987304688,850.1831665039062,1024.2490234375
2023-10-21 10:58:34.254165,844.945068359375,784.5054931640625,766.7765502929688,849.3773193359375,1118.937744140625
2023-10-21 10:58:34.279061,802.2344360351562,787.3259887695312,763.1502075195312,808.6813354492188,873.1502075195312
2023-10-21 10:58:34.280121,780.879150390625,790.1465454101562,761.94140625,782.087890625,593.91943359375
2023-10-21 10:58:34.281127,799.4139404296875,784.5054931640625,759.120849609375,794.5787353515625,531.8681030273438
2023-10-21 10:58:34.282131,849.3773193359375,788.937744140625,757.106201171875,838.901123046875,695.8607788085938
2023-10-21 10:58:34.283166,861.8681030273438,792.1611938476562,765.1648559570312,858.2417602539062,1006.1171875
2023-10-21 10:58:34.285177,816.3369750976562,786.1171875,766.7765502929688,828.4249267578125,919.4871826171875
2023-10-21 10:58:34.286181,794.5787353515625,785.7142944335938,766.7765502929688,803.4432373046875,622.5274658203125
2023-10-21 10:58:34.292848,813.5164794921875,786.1171875,770.8058471679688,809.4871826171875,562.4908447265625
2023-10-21 10:58:34.293858,837.2893676757812,786.923095703125,771.6116943359375,838.09521484375,948.901123046875
2023-10-21 10:58:34.293858,840.5128173828125,783.6996459960938,770.8058471679688,851.3919677734375,1254.7252197265625
2023-10-21 10:58:34.294899,820.3662719726562,777.2527465820312,771.2088012695312,836.4835205078125,967.4359130859375
2023-10-21 10:58:34.295946,803.8461303710938,772.8204956054688,772.4176025390625,815.1282348632812,630.989013671875
2023-10-21 10:58:34.335919,807.87548828125,780.4761962890625,768.3883056640625,802.2344360351562,607.2161254882812
2023-10-21 10:58:34.336920,828.02197265625,786.5201416015625,760.7326049804688,819.1575317382812,799.4139404296875
2023-10-21 10:58:34.337921,839.7069702148438,791.7582397460938,761.1355590820312,839.3040161132812,916.2637329101562
2023-10-21 10:58:34.337921,817.1428833007812,797.3992919921875,766.7765502929688,823.5897216796875,743.4066162109375
2023-10-21 10:58:34.339946,782.4908447265625,788.5347900390625,770.4029541015625,794.981689453125,527.4359130859375
2023-10-21 10:58:34.341961,785.7142944335938,784.5054931640625,769.5970458984375,793.7728881835938,579.010986328125
2023-10-21 10:58:34.341961,824.3956298828125,789.3406372070312,765.970703125,819.96337890625,742.1978149414062
2023-10-21 10:58:34.343989,847.3626098632812,790.952392578125,767.5823974609375,841.3186645507812,867.5091552734375
2023-10-21 10:58:34.345000,826.8131713867188,788.937744140625,760.7326049804688,833.2600708007812,1017.8021850585938
2023-10-21 10:58:34.346018,787.7289428710938,786.1171875,759.9267578125,799.8168334960938,771.2088012695312
2023-10-21 10:58:34.348180,776.4468994140625,784.5054931640625,774.4322509765625,779.2673950195312,447.6556701660156
2023-10-21 10:58:34.350198,801.4285888671875,783.2966918945312,776.0439453125,794.5787353515625,678.1318969726562
