Timestamp,TP9,AF7,AF8,TP10,AUX
2023-10-21 15:53:02.705191,776.8497924804688,792.967041015625,803.040283203125,778.05859375,705.93408203125
2023-10-21 15:53:02.706188,780.879150390625,793.7728881835938,799.8168334960938,788.937744140625,883.2234497070312
2023-10-21 15:53:02.706188,778.8644409179688,797.3992919921875,800.6226806640625,785.3113403320312,908.2051391601562
2023-10-21 15:53:02.707185,755.8974609375,799.8168334960938,803.040283203125,752.6740112304688,723.2600708007812
2023-10-21 15:53:02.709180,748.6447143554688,800.2197875976562,797.8021850585938,743.8095092773438,635.8241577148438
2023-10-21 15:53:02.713169,772.8204956054688,804.2490844726562,796.1904907226562,768.7911987304688,828.4249267578125
2023-10-21 15:53:02.713169,786.923095703125,805.8607788085938,802.2344360351562,786.1171875,1176.959716796875
2023-10-21 15:53:02.714167,765.1648559570312,811.098876953125,808.6813354492188,772.4176025390625,1109.6702880859375
2023-10-21 15:53:02.715164,748.2417602539062,819.1575317382812,811.5018310546875,752.6740112304688,802.2344360351562
2023-10-21 15:53:02.722219,759.5238037109375,825.2014770507812,805.8607788085938,751.8681030273438,762.3442993164062
2023-10-21 15:53:02.722219,774.029296875,835.2747192382812,805.4578857421875,767.1795043945312,813.5164794921875
2023-10-21 15:53:02.723215,785.7142944335938,844.945068359375,808.6813354492188,790.952392578125,903.3699340820312
2023-10-21 15:53:02.761190,798.2051391601562,851.3919677734375,807.87548828125,792.5640869140625,867.912109375
2023-10-21 15:53:02.763168,794.1758422851562,852.1978149414062,805.8607788085938,790.952392578125,814.3223266601562
2023-10-21 15:53:02.766160,792.5640869140625,857.032958984375,810.2930297851562,798.6080322265625,839.3040161132812
2023-10-21 15:53:02.767157,805.8607788085938,866.3003540039062,813.113525390625,808.2783813476562,739.7802124023438
2023-10-21 15:53:02.769153,814.7252807617188,867.106201171875,808.2783813476562,823.1868286132812,834.4688720703125
2023-10-21 15:53:02.774139,823.5897216796875,868.7179565429688,809.89013671875,831.2454223632812,1026.2637939453125
2023-10-21 15:53:02.775136,811.5018310546875,865.4945068359375,811.098876953125,821.1721801757812,927.5457763671875
2023-10-21 15:53:02.790099,801.4285888671875,862.6740112304688,809.4871826171875,807.87548828125,669.6703491210938
2023-10-21 15:53:02.804059,809.4871826171875,859.047607421875,811.90478515625,816.7399291992188,657.1795043945312
2023-10-21 15:53:02.820016,821.5750732421875,854.2124633789062,811.098876953125,841.7216186523438,918.6813354492188
2023-10-21 15:53:02.823009,833.2600708007812,854.6153564453125,814.3223266601562,844.945068359375,977.912109375
2023-10-21 15:53:02.824006,818.7545776367188,848.1685180664062,809.89013671875,819.96337890625,837.2893676757812
