Timestamp,TP9,AF7,AF8,TP10,AUX
2023-10-21 09:35:03.678661,781.2820434570312,797.3992919921875,790.952392578125,800.6226806640625,671.2820434570312
2023-10-21 09:35:03.682725,753.4798583984375,796.996337890625,782.893798828125,829.6337280273438,668.8644409179688
2023-10-21 09:35:03.682725,792.967041015625,806.6666870117188,774.029296875,796.1904907226562,758.3150024414062
2023-10-21 09:35:03.683969,830.8424682617188,801.025634765625,784.1025390625,790.1465454101562,749.8534545898438
2023-10-21 09:35:03.683969,805.4578857421875,786.1171875,794.1758422851562,775.6410522460938,672.893798828125
2023-10-21 09:35:03.684973,809.4871826171875,794.1758422851562,788.1318969726562,767.5823974609375,727.6923217773438
2023-10-21 09:35:03.686000,803.8461303710938,800.6226806640625,785.7142944335938,786.5201416015625,1102.4176025390625
2023-10-21 09:35:03.687008,780.0732421875,787.3259887695312,792.5640869140625,825.2014770507812,928.3516235351562
2023-10-21 09:35:03.688016,804.2490844726562,784.1025390625,792.967041015625,838.901123046875,612.8571166992188
2023-10-21 09:35:03.689146,800.2197875976562,784.908447265625,789.7435913085938,776.4468994140625,800.2197875976562
2023-10-21 09:35:03.689146,781.6849975585938,786.923095703125,784.5054931640625,755.4945068359375,937.2161254882812
2023-10-21 09:35:03.690151,770.8058471679688,799.010986328125,778.4615478515625,757.106201171875,810.2930297851562
2023-10-21 09:35:03.707629,754.2857055664062,799.4139404296875,780.4761962890625,766.7765502929688,672.4908447265625
2023-10-21 09:35:03.708777,766.3735961914062,789.7435913085938,782.893798828125,788.5347900390625,621.3186645507812
2023-10-21 09:35:03.709781,805.4578857421875,797.8021850585938,786.5201416015625,817.1428833007812,775.2380981445312
2023-10-21 09:35:03.710993,871.1355590820312,801.8314819335938,789.3406372070312,784.5054931640625,836.08056640625
2023-10-21 09:35:03.712131,815.5311279296875,797.3992919921875,787.3259887695312,793.3699340820312,836.886474609375
2023-10-21 09:35:03.713184,748.6447143554688,797.8021850585938,784.5054931640625,779.6703491210938,946.08056640625
2023-10-21 09:35:03.715234,821.5750732421875,805.8607788085938,784.1025390625,828.4249267578125,1068.16845703125
2023-10-21 09:35:03.715234,811.90478515625,803.4432373046875,786.923095703125,919.4871826171875,900.5494384765625
2023-10-21 09:35:03.717504,759.120849609375,801.025634765625,782.4908447265625,779.2673950195312,806.2637329101562
2023-10-21 09:35:03.718503,765.1648559570312,807.87548828125,781.2820434570312,719.2307739257812,975.4945068359375
2023-10-21 09:35:03.719717,767.5823974609375,803.4432373046875,778.4615478515625,758.3150024414062,1035.128173828125
2023-10-21 09:35:03.720969,777.6557006835938,795.7875366210938,780.4761962890625,780.879150390625,755.8974609375
2023-10-21 09:35:03.725815,793.7728881835938,802.2344360351562,784.5054931640625,781.6849975585938,719.2307739257812
2023-10-21 09:35:03.726956,794.1758422851562,811.098876953125,787.3259887695312,812.3076782226562,830.03662109375
2023-10-21 09:35:03.727957,786.5201416015625,810.6959838867188,788.5347900390625,840.5128173828125,731.7216186523438
2023-10-21 09:35:03.732737,776.0439453125,796.996337890625,788.1318969726562,787.7289428710938,615.6776733398438
